country,ratings,number_of_customers,years_of_experiance,number_of_reviews,type_of_consultant,first_name,last_name,lat,long
HAN,3,62,5,62,Career,Jaida,ROPER,5.582099789,-14.07868329
BAV,3.25,82,2,82,Doctor,Paloma,BARNARD,-21.1088101,-11.6816701
GMY,3.25,83,8,83,Education,Jeffery,FONSECA,-6.177223912,24.84122153
BAD,4,25,10,25,Career,Asia,PEDERSEN,35.29949864,24.9487846
SAX,3.5,85,1,85,Doctor,Louisa,QUIROZ,46.2844691,4.982575134
WRT,3.5,80,3,80,Education,Sarahi,WASHBURN,10.56972562,12.50894826
HSE,4,70,1,70,Education,Tara,HOLLIDAY,-46.95088888,-1.132102142
HSG,3.25,5,1,5,Lawyer,Brantlee,YEE,-30.27902211,-29.73838666
MEC,4,11,0,11,Doctor,Andi,RUDOLPH,-25.72862185,-12.74567307
AUH,3.75,49,6,49,Education,Arden,BERMUDEZ,-37.47448569,24.68023957
ITA,3.75,1,1,1,Lawyer,Dalary,COYLE,41.03472912,3.19891669
GRC,3.5,64,6,64,Doctor,Elisha,GIL,28.52040153,7.114333698
RUS,3,87,7,87,Lawyer,Maxim,GOODRICH,27.57961193,-15.64341793
SWD,3.75,52,2,52,Education,Aimee,PINA,27.68640008,20.0738689
DEN,4,80,4,80,Lawyer,Alisson,ELIAS,-0.169899227,-18.78940834
MOR,1.5,12,3,12,Career,Halle,LOCKWOOD,0.956845739,0.809868569
TUN,2.5,82,2,82,Career,Kendall,CABRAL,13.00646046,-42.20676442
IRN,2.75,77,6,77,Lawyer,Aitana,CARRANZA,-14.76045717,-43.67081745
TUR,3.25,34,0,34,Lawyer,Harry,DUVALL,4.39287104,-29.91847563
EGY,3,33,9,33,Career,Leandro,CORNELIUS,-1.630459265,-6.695101476
CHN,4,93,6,93,Career,Landry,MCCOLLUM,10.49098914,-19.29216212
JPN,2.5,64,5,64,Education,Alisha,STREET,-28.56334243,3.478105493
USA,3,1,4,1,Career,Elin,MCNEAL,24.96285173,-28.3477929
HAI,3.5,77,6,77,Lawyer,Maliah,CONNORS,37.06545407,-3.103571515
MEX,2.5,7,0,7,Education,Aaden,ANGEL,-38.7447258,9.279082415
COL,2.75,9,6,9,Education,Channing,PAULSON,9.76388032,37.32370386
VEN,2.75,11,9,11,Career,Kohen,HINSON,-2.647282411,-34.19932039
ECU,2.75,41,3,41,Education,Yousef,KEENAN,24.9462069,10.87756258
PER,2.75,94,4,94,Doctor,Belen,SHELDON,19.94335586,39.359847
BRA,3,59,14,59,Doctor,Briley,FARR,-22.02447601,5.392987582
BOL,3,99,0,99,Education,Darian,EDDY,1.5764257,41.28193849
PAR,3.25,4,21,4,Career,Raina,SAMUEL,-11.4309651,-8.617965991
CHL,3.25,56,1,56,Doctor,Vienna,LEDBETTER,15.73344441,-13.28519046
ARG,3.25,12,0,12,Career,Enoch,RING,2.234471189,23.22333024
UKG,3.25,90,5,90,Doctor,Mayson,BETTS,-23.55400272,-1.382661374
NTH,3.5,84,1,84,Education,Neymar,FONTENOT,-15.46777719,-34.29038399
BEL,3.5,84,5,84,Career,Esperanza,GIFFORD,-2.004786216,23.18792621
FRN,3.75,60,6,60,Education,Giovani,HANNAH,25.80251383,-9.776973508
SWZ,3.25,8,5,8,Lawyer,Judith,HANLEY,-13.13593458,-1.967027097
SPN,3.5,78,2,78,Doctor,Alfonso,PERSON,-35.36063316,-5.850419987
POR,3,80,6,80,Education,Duncan,FOUNTAIN,38.51955478,18.14909326
BAV,2,42,4,42,Lawyer,Faye,LEVIN,21.05048284,-3.486969615
GMY,2,1,3,1,Career,Anders,STUBBS,1.692991841,28.86138316
BAD,3,38,3,38,Career,Braeden,HIGHTOWER,-9.02049385,8.904725021
SAX,3,76,1,76,Education,Dwayne,MURDOCK,-0.829731375,1.718527567
WRT,2.75,12,2,12,Lawyer,Keagan,KOEHLER,-36.18865423,9.339560831
HSG,3,74,3,74,Doctor,Susan,MA,0.956430473,-11.75891801
MEC,3,1,4,1,Education,Felipe,ENGLE,-4.035400835,10.815312
AUH,3.25,13,6,13,Career,Aliya,SMILEY,-27.88868022,-45.34383367
ITA,2.75,90,7,90,Doctor,Aranza,CARMICHAEL,11.26968176,23.42369603
GRC,2.5,96,4,96,Lawyer,Yasmin,SHEFFIELD,25.79904512,-23.80403522
RUS,2.5,55,5,55,Lawyer,Fisher,LANGSTON,-0.380539795,29.69851211
SWD,3,86,5,86,Education,Stefan,MCCRACKEN,12.41891236,22.06325907
DEN,3.5,19,4,19,Education,Jaylin,YOST,-9.278487659,12.52880961
MOR,3.5,92,6,92,Education,Kyndall,TROTTER,1.614215396,-23.64116266
TUN,2.5,92,6,92,Career,Saniyah,STORY,2.931043201,8.9952192
IRN,2.5,93,1,93,Lawyer,Wendy,STARKS,12.59469351,-12.55033722
TUR,2.75,40,2,40,Lawyer,Yaritza,LUJAN,-13.76724044,13.95645836
EGY,3.25,94,1,94,Lawyer,Azaria,BLOUNT,6.469539528,-43.99355775
CHN,2.75,30,4,30,Career,Kaelynn,CODY,-16.02216461,30.76674771
JPN,4,75,4,75,Doctor,Neriah,RUSHING,21.11326783,33.79923129
USA,3,45,6,45,Doctor,Zainab,BENOIT,-34.10822611,19.5442163
HAI,2.25,67,5,67,Education,Trace,HERNDON,-49.2744657,-6.920149001
MEX,3,35,1,35,Lawyer,Alissa,JACOBSEN,32.11603655,9.355419707
GUA,3.5,89,8,89,Doctor,Cherish,NIETO,36.66219904,-11.93645995
COL,3.75,58,5,58,Doctor,Dixie,WISEMAN,8.217499186,-15.78623508
VEN,3,60,6,60,Education,Veda,LAYTON,-20.71291008,-1.479422729
ECU,3.25,38,23,38,Doctor,Aydin,EPPS,26.67839244,-12.40395561
PER,3,58,2,58,Career,Nala,SHIPLEY,-7.405888675,-24.14845945
BRA,3.5,91,13,91,Doctor,Tabitha,LEYVA,-26.06172541,8.05643936
BOL,3.75,44,14,44,Lawyer,Anson,REEDER,-13.50137254,-1.72142422
PAR,3,36,2,36,Education,Cordelia,BRAND,-10.29301931,37.53449358
CHL,3.25,26,7,26,Career,Ellison,ROLAND,-5.787082002,-46.59694501
ARG,3.5,81,0,81,Career,Meilani,FITCH,46.28461013,34.33388421
UKG,2.5,65,2,65,Lawyer,Clyde,RICO,40.44122736,-3.419810836
NTH,3,62,11,62,Lawyer,Angeline,NAPIER,-28.68969945,-4.301055577
BEL,3.25,48,3,48,Lawyer,Reina,CRONIN,-14.89085319,31.6745945
FRN,4,12,4,12,Education,Tegan,MCQUEEN,38.41997888,1.391139559
SWZ,3.5,39,0,39,Doctor,Blaise,PAREDES,6.480222738,32.47149233
SPN,3,77,7,77,Career,Canaan,TRENT,0.114666334,31.82309843
POR,2.75,89,8,89,Education,Maxton,CHRISTIANSEN,-22.92685727,-10.63511564
BAV,2.5,16,1,16,Education,Hadleigh,PETTIT,-17.19708283,27.17384431
GMY,3,33,23,33,Doctor,Harmoni,SPANGLER,-5.220625914,25.61475258
BAD,3.25,99,5,99,Education,Kimora,LANGFORD,-16.67416559,38.48096528
WRT,3.25,70,2,70,Lawyer,Ingrid,BENAVIDES,21.10234181,17.81407466
AUH,3.25,79,5,79,Education,Lilia,PENN,-0.961414349,-44.10186319
ITA,3.5,85,4,85,Doctor,Luz,PAIGE,-0.049388385,-21.30075476
GRC,3,80,6,80,Education,Alexzander,WEIR,-16.77026656,10.86312602
RUS,3.5,12,7,12,Doctor,Billy,DIETZ,22.76794298,25.15825726
SWD,2.75,94,1,94,Career,Harold,PRATER,38.85485787,23.62632324
DEN,2.75,83,2,83,Career,Aislinn,BREWSTER,0.831393508,-19.10060756
MOR,3,27,2,27,Lawyer,America,LOUIS,-35.4882713,-20.73978641
TUN,3.5,45,1,45,Career,Ellis,DIEHL,-48.55808285,-7.918080856
IRN,3.5,53,3,53,Doctor,Elora,PACK,18.20303397,11.25469791
TUR,3.75,67,6,67,Education,Heather,SPAULDING,32.98452144,11.52522579
EGY,3.25,26,1,26,Career,Natalee,AVILES,0.121833125,49.75089628
CHN,3.5,72,4,72,Doctor,Baylor,ERNST,-41.8906089,-36.60038961
JPN,3.5,30,3,30,Lawyer,Miya,NOWAK,31.93177326,1.62279793
USA,3.75,7,11,7,Career,Heavenly,OLVERA,7.715738546,34.98165717
HAI,2.75,53,7,53,Lawyer,Jenny,ROCK,0.363238054,30.34071982
MEX,3.5,62,6,62,Doctor,Aubriella,MANSFIELD,0.193965019,10.89150197
GUA,3.5,40,4,40,Lawyer,Emmalee,AQUINO,-32.91580545,31.06638555
COL,3,38,0,38,Doctor,Kensington,OGDEN,7.989177831,47.11104925
VEN,3.5,58,4,58,Doctor,Kiana,STACY,-10.36711718,-14.04486262
ECU,3.75,25,11,25,Lawyer,Lilyanna,RIZZO,5.290699066,8.315029753
PER,3,80,6,80,Education,Tinley,SYLVESTER,5.724177314,10.72428139
BRA,3,72,6,72,Education,Gordon,GILLIS,-0.720220801,35.0530716
BOL,3.25,77,6,77,Lawyer,Ophelia,SANDS,-6.263897326,-1.59902036
PAR,3.75,93,7,93,Lawyer,Rene,MACHADO,-15.65637951,-9.127649614
CHL,3.25,6,11,6,Education,Terrence,LOVETT,3.892874741,11.65836983
ARG,3.5,90,5,90,Doctor,Vincenzo,DUONG,-24.85044041,44.48731637
UKG,3.75,92,4,92,Lawyer,Moriah,HYATT,-3.987390819,5.623087696
NTH,3,85,12,85,Career,Sharon,LANDIS,-49.05700043,-30.05831413
BEL,3.5,74,0,74,Career,Kamdyn,PLATT,45.79185217,-9.751167302
FRN,3.25,12,0,12,Lawyer,Marlon,BUSTAMANTE,-48.58899865,9.883212792
SWZ,3,84,2,84,Career,Charlize,HEDRICK,3.228789365,22.75425581
SPN,3,72,0,72,Career,Castiel,PRITCHETT,-3.302346016,0.796938846
POR,3.75,71,21,71,Education,Lamar,GASTON,-1.979835669,-18.49278623
BAV,2.75,27,6,27,Career,Abril,DOBSON,4.281628141,-25.41841916
GMY,3,42,6,42,Education,Avalyn,CAUDILL,30.93046754,23.8017539
BAD,3.5,43,1,43,Education,Mariyah,TACKETT,6.134606002,-13.16621867
WRT,3.5,10,5,10,Education,Taya,BATEMAN,-3.589235014,0.110320128
AUH,2.75,0,6,0,Education,Augustine,LANDERS,-24.17735884,11.78021519
ITA,3.5,84,2,84,Lawyer,Jamie,CARMONA,2.845379008,3.257244208
GRC,3.5,52,6,52,Doctor,Ireland,GIPSON,9.552371989,47.28231575
RUS,3.75,27,10,27,Education,Lyra,URIBE,42.19160774,0.623974298
SWD,4,96,2,96,Education,Noor,MCNEILL,8.004344164,-3.063564664
DEN,2.75,1,5,1,Lawyer,Sariyah,LEDFORD,-4.375113511,-10.42098607
MOR,3,49,6,49,Lawyer,Eugene,MIMS,0.07080521,-41.71854204
TUN,3.25,33,5,33,Lawyer,Giavanna,ABEL,39.6364535,-11.86894036
IRN,3.75,82,4,82,Education,Stevie,GOLD,-13.0307527,20.84244557
TUR,2.75,47,7,47,Lawyer,Harlan,SMALLWOOD,3.929203435,-17.13605078
EGY,3,82,6,82,Career,Kase,THORNE,21.36138942,-11.06176414
CHN,3.25,95,6,95,Education,Miller,MCHUGH,35.82464211,-13.65003592
JPN,4,89,6,89,Career,Van,DICKENS,-1.136347122,6.810321325
USA,3.25,27,8,27,Doctor,Rhea,LEUNG,-1.271525216,11.31070075
HAI,3.5,39,6,39,Career,Zaylee,TOBIN,6.507018451,-10.14538105
MEX,4,85,4,85,Education,Kolby,KOWALSKI,-12.92429134,37.91479563
GUA,3.5,35,6,35,Education,Sonny,MEDEIROS,-5.656729694,-32.36085587
COL,3.75,77,5,77,Education,Denise,COPE,8.140127442,36.4084938
VEN,3.75,42,6,42,Education,Frankie,KRAUS,14.02974142,-1.067532395
ECU,3.75,16,2,16,Lawyer,Janiya,QUEZADA,-42.30290492,-21.69429564
PER,2.75,67,5,67,Doctor,Jocelynn,OVERTON,4.026739055,25.53521217
BRA,3.25,68,6,68,Doctor,Libby,MONTALVO,21.66619982,-4.052161932
BOL,3.5,39,6,39,Lawyer,Emory,STALEY,0.158559015,2.288570973
PAR,3.5,19,5,19,Lawyer,Junior,WOODY,43.06902949,21.60720814
CHL,2.75,85,23,85,Career,Aubrianna,HATHAWAY,5.087573046,-12.98939195
ARG,3,41,5,41,Education,Kaitlynn,OSORIO,-1.693353382,-0.053531336
UKG,3,8,4,8,Education,Graysen,LAIRD,-30.74551356,34.5765906
NTH,3.75,6,22,6,Doctor,Heath,DOBBS,24.18043796,-0.632325157
BEL,2.75,34,18,34,Doctor,Rogelio,CAPPS,21.77681526,-2.476675253
FRN,2.75,6,5,6,Education,Will,PUTNAM,-2.171705913,-23.03376245
SWZ,2.75,22,6,22,Career,Princess,LAY,-2.087596959,-36.27576637
SPN,2.75,49,6,49,Lawyer,Sidney,FRANCISCO,-6.623757819,-3.456901578
POR,3,48,22,48,Career,Amare,ADAIR,-25.49527913,-16.42910209
BAV,2.5,38,6,38,Career,Ameer,BERNSTEIN,6.17052687,4.37810787
GMY,2.5,13,6,13,Lawyer,Camdyn,HUTTON,-6.505068664,0.345776014
BAD,3.5,69,4,69,Doctor,Jerome,BURKETT,-36.37813542,-6.592639774
WRT,3.5,1,1,1,Lawyer,Maison,RHOADES,-31.45429475,26.72574095
AUH,3.5,57,1,57,Doctor,Alianna,RICHEY,-42.05952378,25.95210053
ITA,3.5,6,6,6,Lawyer,Mollie,YANEZ,-4.740473818,-13.50395869
GRC,2.75,69,19,69,Lawyer,Micheal,BLEDSOE,19.26973055,-46.65038506
RUS,3,23,26,23,Doctor,Aadhya,MCCAIN,2.367883103,3.221187347
SWD,2.5,100,9,100,Doctor,Janae,BEYER,21.38909077,-6.411497483
DEN,2.5,81,0,81,Education,Mattie,CATES,-34.41165131,40.17678875
MOR,2.75,35,7,35,Career,Tinsley,ROCHE,15.00402709,-21.16572805
TUN,2.5,84,7,84,Education,Cristiano,SPICER,-7.082027479,40.20615571
IRN,3,49,3,49,Career,Giancarlo,QUEEN,10.31923285,9.727417981
TUR,3.25,33,5,33,Education,Henrik,DOTY,-15.65878756,-21.7679574
EGY,3,23,5,23,Career,Lochlan,DARLING,25.09904117,36.67727152
CHN,3.25,77,6,77,Lawyer,Aliah,DARBY,3.624133807,8.833223743
JPN,4,27,1,27,Education,Ari,SUMNER,-41.23701699,11.01371594
USA,3.75,64,5,64,Education,Aubri,KINCAID,-34.19785981,17.4564253
HAI,4,66,5,66,Career,Kaidence,HAY,-13.77443185,-36.77449133
MEX,3,14,1,14,Doctor,Danika,GROSSMAN,-10.38571176,-13.81554576
GUA,3,15,5,15,Lawyer,Jana,LACEY,-42.46228275,-39.97685823
COL,2.75,30,1,30,Lawyer,Mavis,WILKES,2.090285013,10.68217329
VEN,3.5,59,6,59,Education,Bode,HUMPHRIES,1.404475488,-26.21015112
ECU,3,82,1,82,Education,Camron,PAZ,-0.576618235,9.866703202
PER,3.75,79,5,79,Doctor,Houston,DARNELL,-0.596146405,-32.89713168
BRA,3,31,1,31,Lawyer,Otis,KEYS,37.61241907,0.95653922
BOL,2.75,6,6,6,Career,Mercy,KYLE,-7.381663929,0.072208159
CHL,2.75,6,7,6,Education,Hugh,LACKEY,21.75935488,13.35105238
ARG,3,8,6,8,Doctor,Kannon,VOGT,-19.45234154,-16.18304457
UKG,3.25,25,5,25,Doctor,Konnor,LOCKLEAR,-18.4021945,-2.944198769
NTH,3.5,90,4,90,Education,Antonia,KISER,-12.08734342,4.882973028
BEL,3,59,6,59,Doctor,India,PRESLEY,-17.68170328,6.716199337
FRN,3.25,38,6,38,Doctor,Miley,BRYSON,-2.880745624,-16.37968466
SWZ,3.25,59,5,59,Education,Raylee,BERGMAN,5.731956307,-44.72538188
SPN,3.25,63,3,63,Career,Emmet,PEOPLES,-49.60087472,-39.09674246
POR,3.25,72,1,72,Career,Kamryn,FAIR,-2.174555492,-14.02772299
BAV,3.5,0,1,0,Education,Maximo,MCCLENDON,-22.85041404,-37.58525647
GMY,3.75,32,21,32,Doctor,Antonella,CORLEY,2.754128419,-23.43100561
BAD,4,60,0,60,Lawyer,Regan,PRADO,-6.567903304,14.63034735
WRT,4,49,0,49,Lawyer,Robin,CHRISTIE,14.97018742,-39.26812537
AUH,5,14,0,14,Education,Adrien,DELONG,41.6696626,3.445214756
ITA,3,49,0,49,Education,Cedric,SKAGGS,3.869827305,-23.08466752
GRC,3,67,1,67,Lawyer,Dariel,DILL,-8.527470475,-21.12689334
RUS,3.5,85,5,85,Career,Landry,SHEARER,-14.97321242,16.39301192
SWD,3.75,42,4,42,Lawyer,Leighton,JUDD,22.24829521,0.490138638
DEN,4,47,17,47,Education,Magnus,STAPLETON,-0.626323295,-20.73866486
MOR,3.5,84,1,84,Lawyer,Abrielle,FLAHERTY,41.52334063,5.809941474
TUN,3.5,65,3,65,Career,Akira,CASILLAS,-4.305822496,42.26929306
IRN,5,55,5,55,Education,Ayva,PINTO,-6.748749056,5.511164341
TUR,4,38,5,38,Career,Cambria,HAYWOOD,-30.4948792,8.128203004
EGY,3.25,47,3,47,Doctor,Dani,YOUNGBLOOD,-1.914968134,4.012667577
CHN,2.75,42,3,42,Career,Devyn,TONEY,38.35935663,5.40435588
JPN,3.75,37,1,37,Lawyer,Mckayla,RICKS,18.77707712,-30.57878542
USA,3.75,3,5,3,Career,Rayne,GRANADOS,-15.09295421,-10.82534508
HAI,4,60,1,60,Education,Draven,CRUM,-8.860548864,13.5767658
MEX,3,100,0,100,Education,Javon,TRIPLETT,1.292642011,-42.50809986
GUA,3.5,63,6,63,Doctor,Marley,SORIANO,24.50683816,-15.76283576
COL,3,97,1,97,Lawyer,Zavier,WAITE,-43.68423441,28.75398614
VEN,2.5,1,3,1,Doctor,Alyvia,HOFF,4.71183674,11.3365366
ECU,2.75,0,5,0,Doctor,Diamond,ANAYA,-27.61194994,2.316707737
PER,3,79,5,79,Education,Markus,CRENSHAW,-32.22884162,-1.161515287
BRA,3.5,54,3,54,Education,Abbigail,JUNG,-15.05408691,-31.36398947
BOL,3.75,12,1,12,Career,Diya,CANALES,-14.53692136,13.06738203
CHL,3.5,0,16,0,Career,Poppy,CAGLE,9.04555338,12.32137313
ARG,3.25,15,0,15,Lawyer,Justus,DENNY,-29.10547034,-5.085455445
UKG,3.25,40,1,40,Education,Anais,MARCUS,-27.89811067,1.734205115
NTH,3.5,14,4,14,Career,Anniston,BERMAN,37.35260369,14.91796488
BEL,3.75,77,5,77,Doctor,Dalia,MUNSON,20.14802605,-26.49265228
FRN,3.5,25,7,25,Doctor,Reyansh,OCAMPO,1.356321003,-48.45447934
SWZ,4,62,3,62,Career,Rudy,BAUMAN,14.12262224,5.125664013
SPN,4,84,4,84,Education,Santana,CORCORAN,-5.70777254,-1.615670031
POR,3.75,6,13,6,Career,Alisa,KEEN,6.974603649,-4.46001198
GMY,3.25,83,0,83,Doctor,Ayana,ZIMMER,-12.6964068,-18.98980923
AUH,3.25,66,5,66,Lawyer,Ellery,FRIEND,-20.70773075,7.577891863
ITA,3.5,53,2,53,Lawyer,Misael,ORNELAS,-2.237023749,48.84130835
GRC,3.5,28,0,28,Doctor,Addalyn,VARNER,-29.3705993,4.180126733
RUS,3.75,56,1,56,Education,Charleston,PELLETIER,-1.219645784,-19.39131557
SWD,3.5,99,13,99,Lawyer,Abdiel,VERNON,20.76465336,5.618839043
DEN,3.75,26,5,26,Doctor,Davian,BLUM,-34.96777005,7.124116672
MOR,4,99,7,99,Doctor,Zaire,ALBRECHT,-27.79170907,19.96556338
TUN,2.75,27,0,27,Career,Amora,CULVER,20.77158712,-17.19917229
IRN,3.25,15,6,15,Doctor,Ellianna,SCHUSTER,19.73335455,18.53814103
TUR,3.5,30,14,30,Doctor,Samiyah,CUELLAR,44.25496565,-10.08566229
EGY,3.25,82,2,82,Doctor,Jordy,MCCORD,-4.451724664,-46.60061438
CHN,3.75,84,5,84,Career,Reginald,SHULTZ,30.15697768,32.64660345
JPN,4,0,9,0,Education,Mylah,MCRAE,5.683669296,-1.096597662
USA,2.75,42,0,42,Career,Benton,MORELAND,27.296399,-4.187745818
HAI,1.75,60,5,60,Doctor,Darwin,CALVERT,-9.893703126,17.85295409
MEX,3.75,61,10,61,Career,Franco,WILLIAM,39.28898578,7.929612316
GUA,3.25,60,0,60,Lawyer,Jairo,WHITTINGTON,-24.3408781,2.069276209
COL,3.25,4,7,4,Lawyer,Jonathon,ECKERT,-0.803563122,-8.734680863
VEN,3.5,61,10,61,Doctor,Reuben,KEENE,0.237154187,-28.06660841
ECU,2.5,88,5,88,Career,Urijah,MOHR,-16.07930121,-34.75743814
PER,2.75,59,4,59,Career,Vivaan,HANKS,2.70621979,44.50355425
BRA,1.75,47,4,47,Doctor,Amayah,KIMBLE,1.828270203,-39.46988245
BOL,3,77,1,77,Doctor,Carlie,CAVANAUGH,24.84563022,-11.48603937
CHL,3,48,6,48,Career,Robyn,CROWELL,-11.57400736,-0.543581297
ARG,3.25,78,4,78,Lawyer,Brent,RUSS,8.774808986,-31.34871514
UKG,3.75,73,8,73,Lawyer,Gauge,FELICIANO,-10.37858153,6.081089165
NTH,2.75,100,20,100,Education,Alaysia,CRAIN,1.366317022,-38.04222656
BEL,3.75,81,5,81,Doctor,Harleigh,BUSCH,11.95934882,15.46709463
FRN,3.75,42,20,42,Career,Kaleigh,MCCORMACK,34.07737423,-13.65730129
SWZ,3.75,26,1,26,Career,Temperance,DRUMMOND,-18.69500219,14.54274851
SPN,3.75,34,6,34,Lawyer,Vaughn,OMALLEY,36.16450157,-2.287648038
POR,2.5,25,3,25,Doctor,Belle,ALDRICH,0.080114554,0.649096009
GMY,3,8,1,8,Education,Chandler,LUKE,24.90190918,6.883082531
AUH,3.25,9,3,9,Lawyer,Cindy,GRECO,8.075204632,-28.20551956
ITA,3.5,47,20,47,Doctor,Elina,MOTT,-32.32971539,-41.18154736
GRC,3,53,11,53,Doctor,Kaylani,OAKES,-36.40123072,-10.64764673
RUS,2.5,86,3,86,Lawyer,Maddie,MALLORY,-8.342793668,-2.578234033
SWD,2.5,4,2,4,Career,Shannon,MCLAIN,45.02760629,9.017334725
DEN,2.75,56,1,56,Education,Coleman,BURROWS,-4.666942209,-12.54688148
MOR,3.5,93,6,93,Doctor,Zaid,OTERO,45.94358317,20.07777322
TUN,3.5,81,1,81,Lawyer,Araceli,ALLRED,1.476123254,-16.3310075
IRN,4,16,6,16,Education,Audriana,EASON,-25.47525989,-35.05616016
TUR,3.25,68,1,68,Doctor,Taryn,FINNEY,-22.91930106,10.05818599
EGY,3.5,53,3,53,Doctor,Terrell,WELLER,39.35559376,10.04467759
CHN,3.75,3,1,3,Education,Macey,WALDRON,-29.97428292,-14.07684343
JPN,2.75,82,6,82,Lawyer,Kenny,CHAMPION,1.394553064,-14.69944335
USA,3.5,18,6,18,Education,Londynn,JEFFERS,-28.63426893,10.81352753
HAI,3.75,0,4,0,Doctor,Tamia,COON,-5.002145213,-24.90119269
MEX,3.25,4,10,4,Lawyer,Brice,ROSENTHAL,-22.10084587,-3.758559565
GUA,3,55,3,55,Lawyer,Bayleigh,HUDDLESTON,36.63217429,-4.58158742
COL,3.25,56,2,56,Career,Carina,SOLANO,-46.89930284,-34.73454364
VEN,2.75,70,6,70,Career,Evalynn,HIRSCH,8.82496324,30.33995086
ECU,2.75,28,6,28,Doctor,Promise,AKINS,-24.47323772,1.460803638
PER,2.75,88,3,88,Education,Lyric,OLIVARES,9.05794437,6.088975156
BRA,2.75,16,6,16,Career,Ayanna,SONG,-39.30174159,10.5305838
BOL,2.75,52,5,52,Lawyer,Sonia,SNEED,-19.65749573,9.403331823
CHL,2.75,98,6,98,Doctor,Judson,BENEDICT,33.85962466,-3.859743633
ARG,2.75,19,8,19,Lawyer,Shiloh,BAIN,-9.605879227,-4.279677717
UKG,3.5,86,6,86,Doctor,August,OKEEFE,-5.667501157,-31.1424112
NTH,3.5,77,1,77,Career,Austyn,HIDALGO,1.178280414,-16.16659503
BEL,3.25,56,6,56,Lawyer,Emmie,MATOS,-6.796574228,-47.54218006
FRN,3.5,89,6,89,Career,Etta,STALLINGS,48.68381657,-36.1024263
SWZ,2.75,38,5,38,Career,Ramona,PARIS,-9.056460232,-10.58499486
SPN,3,31,16,31,Career,Damari,GAMEZ,0.765536343,-1.908579823
POR,3.5,80,1,80,Doctor,Kalel,KENNY,27.60819117,-0.886179624
GMY,3.5,77,2,77,Education,Joelle,QUIGLEY,1.558934182,-44.2180531
AUH,3.5,37,5,37,Lawyer,Paisleigh,MARRERO,22.24513778,28.42063559
ITA,3.5,48,3,48,Lawyer,Treasure,FAGAN,40.43965637,-40.10871269
GRC,4,75,0,75,Lawyer,Aanya,DUTTON,-39.83049994,-11.47207259
RUS,4,75,6,75,Career,Berkley,ATWOOD,-13.96164278,26.22231786
SWD,3.75,12,17,12,Education,Everlee,PAPPAS,-4.5599613,3.42756622
DEN,2.75,15,1,15,Education,Louise,BAGLEY,14.59872335,-14.01458903
MOR,3,12,2,12,Lawyer,Vada,MCGOVERN,11.81142471,-2.275118393
TUN,3,22,1,22,Lawyer,Vivien,LUNSFORD,12.15983455,22.01420548
IRN,3.5,31,0,31,Career,Braiden,MOSELEY,-5.711674414,4.837917073
TUR,4,70,26,70,Lawyer,Brenden,READ,22.65237582,0.817538285
EGY,3.25,41,3,41,Lawyer,Coen,OAKLEY,3.473435335,12.84206459
CHN,3.25,37,6,37,Career,Denver,ASHBY,9.675089578,14.95917707
JPN,3.5,1,0,1,Education,Javion,GRANGER,2.967802671,0.881234136
USA,3.5,82,0,82,Education,Thatcher,SHAVER,-21.73481607,3.350376155
HAI,2.5,95,7,95,Career,Renee,HOPE,31.88289629,37.0651564
MEX,2.5,0,6,0,Career,Rey,COE,5.28837648,-28.58090687
GUA,2.5,13,0,13,Education,Meghan,BURROUGHS,47.77253871,-11.26668283
SAL,3.25,97,2,97,Doctor,Pyper,HELM,-19.18490362,-42.82214166
COL,3.5,4,2,4,Education,Dilan,AMBROSE,-36.08521714,-1.056033342
VEN,3.25,74,0,74,Career,Patience,NEUMANN,-12.4511883,-10.26710097
ECU,3.75,83,6,83,Lawyer,Spencer,MICHAELS,2.227601051,47.01271535
PER,2.75,62,26,62,Career,Dimitri,PRESCOTT,20.58125808,-21.34050548
BRA,3,38,2,38,Career,Immanuel,LIGHT,28.40127748,-20.91724703
BOL,3,97,6,97,Doctor,Mustafa,DUMAS,-10.95197114,9.726965464
CHL,3,18,6,18,Career,Ulises,FLOOD,-3.139112017,-25.49352162
ARG,3.5,18,7,18,Education,Gwyneth,STRINGER,-30.50089895,-2.314012967
BOL,3.25,20,4,20,Doctor,Kasey,CURRIE,-11.56567407,-30.01607912
